0	1	2	3	4	5	6	7	8	9
('ILZwDeBWWOKmB5RL', 0.589259796891771)	('BdpE84qRXtc9deX6', 0.5066627286471419)	('qduCOJrao2wN7Hs7', 0.4867257731112835)	('4p2yCLhkAA7prvDV', 0.4850623474180878)	('zKPxu12v5BGKC5QL', 0.47963847151157135)	('oyTlx1RNADpNzRCI', 0.4752359297323515)	('Pv3jF0mUelZBNJ1E', 0.467295970397992)	('aqk9E3NGwkOohKr4', 0.46652872913066024)	('06HvNTU9M9lnH71I', 0.46143664460858097)	('ybykwswgftxuoUP2', 0.46029495060732833)
('jeJ0vNZtdwfGUoCS', 0.3929958619267995)	('0ZLbSoXXsKlXYZ7a', 0.38505498088790496)	('31nn0gSAPo0rAhB6', 0.38076263880180616)	('3fuOrQt9qqGmPNQY', 0.3728292108831859)	('AV8exd33gKqQzt0p', 0.36598849341070505)	('MDwilAKB1n0mPfox', 0.36379563333948944)	('MGHvRdc07ZkckSJ7', 0.3613253693552996)	('0WnFjxBFNLqMCT1i', 0.36055353839236526)	('R4pWohpf8CTNL1Ml', 0.3529065684565443)	('H5k2E6IhGaUcoTqK', 0.35005903517846565)
('5QPsassXbcGgzURx', 0.6844977675432705)	('mRh2z2fr0ygxzxEY', 0.6823207843082171)	('gzBilUKgHBLjK0Hi', 0.6788403660104306)	('tfYC5coGJHVVq041', 0.667636202743622)	('olw9C9zcBP0ySovw', 0.6657030151246477)	('OBtjy5GGUTd9d5md', 0.6580654284823498)	('0QSuci5nyuRojGbo', 0.657600572021756)	('SzBZuEDukwCG1Oxu', 0.6567512511424402)	('rTTx4mjBL4W2oDPf', 0.6565223021656573)	('bMTjmxX2psrPeSyv', 0.6559732334295773)
('yFJONyH8gTHh4twI', 0.7455765068494778)	('nhmJJUCL6wqAXtzL', 0.6754067375186967)	('xcWYLAbgy0udCFmC', 0.6727156656547502)	('DTSrTe7hw3sq50pz', 0.6716287644314599)	('EiK0UuSTezFQBe6c', 0.6682236884418372)	('L7gVYvcJZULscf9R', 0.6680924072449688)	('1z9tYIGoy19wWctE', 0.659977249583873)	('D46DF60xWITpICPL', 0.657590994677786)	('Ekrvx3wP9kChatiY', 0.6532783207330233)	('6a0Tl2f8k6Qw9l7l', 0.6485232757846189)
('4p2yCLhkAA7prvDV', 0.5618987382115523)	('ILZwDeBWWOKmB5RL', 0.5373377653287406)	('B8otd5HQ0vn27sWQ', 0.5345100723347562)	('OP7MHZ2uuSgbBIBI', 0.5236384487887835)	('4nrsUbWopJfFRC87', 0.5106876619375471)	('0MMDu3QYnVUgnX2L', 0.4966286424325022)	('1BTGGLZkHXG7m2I5', 0.4945548991704735)	('3kJHvjAkOZkhJriQ', 0.4935275305652522)	('COzfNSdJviZavR9J', 0.4881325427952001)	('qbQPIU7I8AJy3cPQ', 0.4867257731112833)
('ISNATR0AI3EGe2a8', 0.3933062524270914)	('qINQQr8lLrIu54OM', 0.3674599009727908)	('Nz982Cs73ERZr7iP', 0.3577112397465095)	('6xHlTE7G5TPIszvP', 0.34311771876516406)	('yKK2DA8DfGApSgSp', 0.3390750418041377)	('WgysWGs9JAJ5AOkc', 0.33801125894135403)	('pmHcEjRa4hDAZZCP', 0.3373973474967375)	('hMoLbFgENhtFTrS7', 0.33142061080094076)	('ezd9XLexeLakyr2H', 0.3312045313048866)	('K3q3i65gqKnoRZnX', 0.32725803496271644)
('6i03to92SG0QWZj5', 0.3967273591227975)	('GD2tddH1GpFJrynx', 0.39120622334810595)	('mgjDCaqqLfxz1070', 0.3900119934424507)	('3VAsukfXNv9u3OwS', 0.3866121318408704)	('Kls900uPwg0Gla6G', 0.3783692310077184)	('PxvxocySNYDunpIG', 0.3755528521464053)	('Z1pXWaKDmgSP4NHF', 0.3733138232628648)	('0hi5FGoizAXxin1K', 0.3692903384597187)	('suE7TU15cmifXyUj', 0.36900176571092885)	('wNFa9zt0pAOC8pRJ', 0.3684199171216073)
('pAzgyML8giA3E70J', 0.41392709969160935)	('DxXwgidQYyVvlhbb', 0.40051141654809436)	('QmMGVdL2DltUTsRL', 0.3921500227707857)	('XZ5UX234jN2PARId', 0.3718510625358193)	('eEvpCRTIM0ch3r2Z', 0.36377102210523793)	('g3wu8wzwF3KOPF0R', 0.36214860829800166)	('rbgD4dMcYSMZXpkJ', 0.3620581308704669)	('k6qFGgpEV85Pp9Nf', 0.3593011201390732)	('639ytiX7sK6FFmWT', 0.35677776632166464)	('2sPhTCourKP3kNBG', 0.35591026930560854)
('i0DM2DOvbmy6zrnM', 0.6642511379498947)	('0TanEa2QCnKAedsL', 0.6270227252839706)	('rBRNYPe0NPTTs0yt', 0.6240103134970892)	('AiuWZNKO5P4gcGy1', 0.6121431444319774)	('FgQJ9yc58sRL8FSM', 0.6038449588219396)	('5S5J81wX2tJKJnUF', 0.601177459617502)	('BvavHfrEqUNNphJD', 0.596111570500573)	('UYnklBBToUS2b2yW', 0.5920967793543981)	('4r1IjzqHAOYQlgfS', 0.5845717772112731)	('lPAW2IulFyjZtuaH', 0.5821715151188253)
('hGKFUbZw45ZvzQjX', 0.405639437346006)	('e2MxPQ7Kd7SjkE94', 0.3820450686177189)	('xdfO54YEZfXWQ1Jg', 0.3786261584500017)	('q2XKtmz04VRmQza8', 0.36849039347704016)	('oBbeOJbU6MqBt33i', 0.3650898642965702)	('TAIGbt6iehFyEES0', 0.35818588523948436)	('7jWdVCffEu28450I', 0.35150671981300147)	('RS5GXukYQTS6hFJP', 0.34570383506185937)	('eOTr4wIS4XSZUOE1', 0.34167967353799944)	('zeoIIrQqqA7dMJ7s', 0.3298165000952899)
('19qh48VRL4dKYaq7', 0.44561846931698834)	('tUbitkK2FifThlov', 0.4091640605298791)	('guEE7A3XUyFEyJVt', 0.4055629020657662)	('A617iDGWPxF2xKKn', 0.4018541463229581)	('6Ku7bJlCxqrwTQNi', 0.393661231777845)	('qUkFjTESBWgMVveZ', 0.38297712177940696)	('uRNge3sN74NdIaYi', 0.3765447739640811)	('mRLalNcr03bQfkko', 0.37361915181108435)	('mfIiV3hmAqQyamkU', 0.3726117289425619)	('GdW0dqJ7HV7iQrRx', 0.36929665118198884)
('P8qxHDSBDJzT6NwC', 0.5811919739342266)	('2H91WLAd7ZZJvAiw', 0.5651684479151038)	('nJ1ayYd5TCyBjifw', 0.5646619130640866)	('3rmHRodVfhHkzFYy', 0.5561345671469806)	('Lfz6ZdxizZyKdGzS', 0.5449313421276689)	('Bskczhcw4h2DANQt', 0.5415441551753427)	('BvavHfrEqUNNphJD', 0.5390978463913172)	('EWRmOOav95GYKxE2', 0.532607015533432)	('6igYOZKOpdfXfcvY', 0.5311280320819224)	('zLIZEr0zFataPTEI', 0.5305347936493888)
('Lfz6ZdxizZyKdGzS', 0.6212839562919736)	('nJ1ayYd5TCyBjifw', 0.6128691648466416)	('EWRmOOav95GYKxE2', 0.6077609602317718)	('RkApi0k0DzshCJif', 0.5945547432222311)	('fK42C4rF0XKFQSKY', 0.5938734895184118)	('UIRIKK5BttiXm5C1', 0.5934745961576404)	('6igYOZKOpdfXfcvY', 0.5895792100188635)	('CfCJl3HWjZCvaTv3', 0.5848439798999504)	('qNXBWASsScqXJZK7', 0.5820574460731721)	('P8qxHDSBDJzT6NwC', 0.5791010242058316)
('5CnBh0fLso79stnz', 0.5673447202820205)	('P3zsw3IZzxbf237f', 0.5562545129204807)	('r33DVgRlOsoVts9c', 0.5294433756650678)	('Dtc8DjTK7QORh26n', 0.5278678124480676)	('dst4n8hPwe3bvdPI', 0.5236119318376448)	('Wt0PiiD7NwTNxRrt', 0.5216198790194171)	('PArJx6kFxdzSRr5y', 0.5161387010219113)	('LoUB6rTVEQe54TTo', 0.5120411300218307)	('0AUV4mCpGOuuWNUX', 0.5051602878213441)	('t30RNwgYCMT9k0Nr', 0.503071978499966)
('EyTN7l34CK2aBbxJ', 0.4737030332851002)	('DyixMd9p8yG8rGn9', 0.4647613611855487)	('6WROJ2897HMFDUzY', 0.4309269131394562)	('GuUaZTQuJtaRj8e0', 0.42445555882220637)	('aPelENX8G49Gj6oj', 0.4162446362828347)	('JyDL1Y8dhc6hIKnA', 0.4127388301670025)	('HNU7899zG5nzMtpn', 0.41193251425266647)	('MDoKZebhoJX54OkZ', 0.4114566447658954)	('wzG5e1s4l2nlFStJ', 0.40542500835379347)	('qHpilVpRumptQjJi', 0.40229056553099884)
('keQWs3ID7D9EIDQo', 0.3994541933202124)	('CNWm3JolLu6Mv0MM', 0.3993970217612327)	('yW7HaFbUjGvjhptq', 0.39921633397595313)	('JKCmNj7TVqzqeZgL', 0.39781658063509817)	('c0oTPqvKZKkIyvkx', 0.3977398513761169)	('UVSPIud9vxolnTel', 0.39766693927688307)	('WC7MrRB9xVfrbMGv', 0.39484135149810934)	('L7gVYvcJZULscf9R', 0.3935212610113524)	('N5iZYL5Dlg6S7gKW', 0.393001952019694)	('bMTjmxX2psrPeSyv', 0.39215001419528117)
('H5k2E6IhGaUcoTqK', 0.5049226148497845)	('WIgaRTONCZJ8WFlL', 0.4833737458102813)	('X8defiYa8Kz7DAoL', 0.4725794082767903)	('4jfA6hYpLJgLanGk', 0.4538419484193595)	('1BTGGLZkHXG7m2I5', 0.4444238280097192)	('sUE2sIScnRfCYMaa', 0.441005182764428)	('pfwN61QgJHQIbDlG', 0.4409841353617285)	('cIkjWegPgHcagCTl', 0.4402008997435711)	('C4BcwRA97MW8dmR6', 0.42178761088589667)	('MGHvRdc07ZkckSJ7', 0.4167654165959772)
('iiUveYG1BM5KROVd', 0.517495431590132)	('mZE8NpwF7iNF0ub0', 0.5082599458844625)	('e2aHTq8MGDbVHgO0', 0.5020853583148684)	('5FHNwSlvuGX9nmfK', 0.5012712431211562)	('SWWSThoWHmW3KZDg', 0.4936685505100862)	('nX9FpddSUFY1C7CD', 0.48724852961131937)	('tZjLHYdgOOsBESiG', 0.47711846366274874)	('2XyyURUsZsPTJet6', 0.4743435513943339)	('6Ku7bJlCxqrwTQNi', 0.4738568271072823)	('xUjqXrsiCLb8tPkC', 0.4562718321334545)
('uVz7uls8NduSQdDg', 0.5574967495868312)	('9rxSr8yiP1T7CGyc', 0.5448320951501051)	('dq2AgN5P9I7f9X3z', 0.5262432747248798)	('GuH9cRalvkhXvmaZ', 0.5238298620428357)	('YNfLuYjyPg7hul1W', 0.5237820384877162)	('fioC0far8ppA5yjN', 0.5132310738837)	('3xvLghS9ONpUlIn6', 0.5132294660817137)	('N9T8x7U9sm3O7MVS', 0.5056921966094768)	('HNU7899zG5nzMtpn', 0.4971689355572017)	('639ytiX7sK6FFmWT', 0.496340447219896)
('gzBilUKgHBLjK0Hi', 0.7613015271928226)	('3zunVGLsZK0jdx8C', 0.7293148431184193)	('fDVwVCygmJGuNlun', 0.7224577827517735)	('0t0o0WxzpYbzReYl', 0.7168054848185718)	('VTiQufVGka4dXkST', 0.7152541849245163)	('kObtPNCEmcSyfTt6', 0.7140096314645696)	('ryKUGv9CqFhwCfFA', 0.7108400951110806)	('mjBqNBFLspc3FCtE', 0.71081733619169)	('HasvlKVkh3kNRLEg', 0.7089145900074382)	('sY43Vcsj6bSeYs3G', 0.7082956099111561)
('Rxc9mqqAkcWf5PZW', 0.3697511742542275)	('8ktPXbkbLKkfLtnW', 0.3170380769277685)	('WgtykoE4fvPTAvxW', 0.3064601857205621)	('ykv5xRERVB3u6W3w', 0.2957808637349159)	('xBHnTopyZGowd1ix', 0.29280593159591956)	('dUrkOzllVZcg7EWu', 0.2885089090515931)	('yuNZU1DeQKqZnnIi', 0.281065509697833)	('i6eRQgNB2UlIVUSw', 0.2800605150430452)	('tjX1dmjgcBmFhIFf', 0.2721968939859487)	('pfbZuYk5eygVYcBs', 0.2706914161545619)
('CCP8zIK9PsURC8VV', 0.6781524329940078)	('MDwilAKB1n0mPfox', 0.6495742234660654)	('L76yXbX4hMnIwhiE', 0.6474229807779227)	('KJ9uHHRaK27UerQl', 0.6137023366360034)	('fV9BmTl22n3hunyh', 0.6130604198631531)	('XyF5lIv8kduBDuBz', 0.6001474428704957)	('1Mzdkzp94lWU1VP8', 0.5955410130850098)	('85krMisp9eMLODi2', 0.5950635011183798)	('mAMI9CMn96Gr4hrT', 0.5947501547266818)	('bJAI9SXn8oc4c8gr', 0.5931865474347503)
('iJT8r0ZZSZcpo9vZ', 0.3558040414715843)	('BnWj780VvxqtYsKO', 0.3460904872798479)	('fs5bNUNfRbgx3DTZ', 0.3050559409711603)	('z6v87WSfjQK8bNKv', 0.29573595404472264)	('HOUdk6g5iprQPEj9', 0.28761915267791904)	('AAeOggIisBpXISrU', 0.2854964239989989)	('GKixw9EdmwXDcxk1', 0.2760279299521694)	('lU8VxBqKxbf9NAKX', 0.2753549035834078)	('o3xEiysX3yaR8mQr', 0.26526440876956)	('7Uj3BkVHozaOtUvM', 0.2611356257319129)
('tnEkkF6rJXGe0hmT', 0.6387419060602747)	('9zXA91PvTvOA5iBU', 0.6386237347512772)	('H2gelsotmlTqujBV', 0.627162122698176)	('UpUgWZhPp9JKw1RC', 0.6238190283375323)	('hTkZb9tOsFzfVt7Y', 0.6164743236589554)	('jqsrY1pVIdx6AnGN', 0.6160147119471248)	('2wpBAJJvohmYlNLa', 0.6153577055529996)	('NynHPW5MWtrjK1lY', 0.6141414168887226)	('Gvab8XyUte35lD6P', 0.6126303611158289)	('kNqrRjBGGlQJikwq', 0.6076966659855181)
('2yPZFu1aEPIiugQP', 0.42313296762935537)	('srT66xcTBVRc3AP1', 0.3915455155858505)	('ne38vTpMcF7CaEdV', 0.39013775534945583)	('5uHSQQR4vY303egd', 0.38446619407861504)	('K4EwkQie0TJCizrr', 0.37656080931238867)	('CvVbPxR20KsAD009', 0.3739204148451)	('vcfCYD1fYIL6wIf1', 0.36971106558713557)	('UOhSfvV94b8cLoDy', 0.36760601626835687)	('YlPjPW1RVvfx7E5j', 0.36602900200177524)	('ENFhYQZ1NLMxTg4N', 0.36388295612204224)
('GQEMVg0MZ4lgycry', 0.5430744376421097)	('QfUglc6m1JIYhXRH', 0.4517091528219456)	('CVoFBIHDFMcFEubL', 0.44266743123245056)	('dtbsqQh1eQWAXQva', 0.44107716939759145)	('sV28KC5eAeNiTPYn', 0.4256138913138383)	('iuC7ksd9ZI6rBDQx', 0.4167318953228339)	('AOj9VAtNbKtbGyDM', 0.4110455101405251)	('JvOSYYoGMARdZYdX', 0.39343274849931265)	('uVz7uls8NduSQdDg', 0.393169825798987)	('zu435IwGtNr9JjMF', 0.3928439408997299)
('duEV9EGKfaUbaovu', 0.5082801680263429)	('b2BVaaQmMXdCZWub', 0.5030031923766884)	('87dM2jCka3uQ9jCe', 0.49175601327041185)	('V8gpwrBWuEYG0f4S', 0.49097581273824775)	('8GRxTPVdJcJi5TCw', 0.48881600616328336)	('yrnQ3qo6XXb0MX7I', 0.4868063517926601)	('52YgBm5KkIqYm1MW', 0.48452481408338266)	('i3Hq3mMS2pL8aWsU', 0.4803027356021767)	('0Vbfs25K0D6Yuq5T', 0.47690639004737245)	('k2f7HM6XJHEx9Xga', 0.4766098483114594)
('7afnYuMcGVbNxlEG', 0.7426264669512087)	('kObtPNCEmcSyfTt6', 0.7372926590732315)	('FFtQyoUyiRXOMzSY', 0.72977999415733)	('L7gVYvcJZULscf9R', 0.7290183578529739)	('y7YlVS4ptVmDNpCe', 0.7248510770643765)	('6zDgi5WXaUichqZ7', 0.7237563462285437)	('n3J10IFEGSmdS2la', 0.7235138861901005)	('87lyKdVukdkdtFoC', 0.7208335949740068)	('Wcg7LhYoTvJtmsY4', 0.7208097594232599)	('9rhl2G04SHdMZLq8', 0.7192933877070923)
('hTkZb9tOsFzfVt7Y', 0.6612064953641572)	('NynHPW5MWtrjK1lY', 0.6561980945678174)	('Gvab8XyUte35lD6P', 0.6468396621811159)	('EylLg1MQcHmSa6WQ', 0.6457303365202612)	('24fHFgXbY23gpRzV', 0.6428876982885003)	('WgysWGs9JAJ5AOkc', 0.6419153448466861)	('H2gelsotmlTqujBV', 0.6306680130844039)	('PzjMLoz4uryikjBF', 0.6302520958373599)	('tnEkkF6rJXGe0hmT', 0.6288643247409496)	('eyJANYgffN1L2zlu', 0.6256034353026259)
('tnEkkF6rJXGe0hmT', 0.6667803826248262)	('hkX5cdNI3VxWKVgR', 0.6323609879447843)	('ojl88C6GatkYvRcY', 0.628760674631925)	('6DiqMk5OTw4xE8tG', 0.6280454069512895)	('xDV3kVCD3a7zPhwS', 0.6135074956866765)	('nbRSgR24dEWGfdhh', 0.6094828670929398)	('Egv6ncmZ7jm7KCMC', 0.605924924403268)	('jNMoM6EUyoY1fz8x', 0.6039187553506976)	('y7wjEOq4a6FnwhXu', 0.5989022857170627)	('7yqWw3pZPkcCUC2M', 0.5894830470638209)
('8zc42n00FUtlDOAT', 0.3928047132414936)	('oUHq2PICaMHtoL51', 0.36981736701445095)	('cz9LGmaW0nrNoPl9', 0.35371898083178677)	('6urvk94d6y3xZpvq', 0.35346567234443077)	('l7JfVRRnkRsaOEXL', 0.3309894455659007)	('7q6FLLhgsPF7oifG', 0.3211173949457917)	('IOH8JtmWvmXusEv9', 0.2993390092443577)	('b7M5Z1YaREArp7eX', 0.2974995408694236)	('gV4AH4V0cb6kk8j3', 0.29619871613309684)	('w61WttblE44OXN3L', 0.2939152254019852)
('hCu2X5Tke9ATZ4uV', 0.5545190246351334)	('b15nkmpmStC43Yr8', 0.5522815028432019)	('CK6088zZNE8lbzug', 0.5499049798420006)	('WZBN7aj0uZj0WrSY', 0.5370184778078622)	('kC8ItuaAbAJWNv3v', 0.5325414119922629)	('GwriOU6L2hEe3Hin', 0.5290862605615986)	('eC3c6pFCEGTMaguh', 0.5287127350899244)	('Z7BVpQKC74ikxwrx', 0.524376782224627)	('eVA537nbfD1aS7xb', 0.5198675693507031)	('kNqrRjBGGlQJikwq', 0.5079981913143294)
('ogaBlo8O5BrI2Wnd', 0.5311544958946199)	('yD8iIBCmVrb6Jst9', 0.5196029196366634)	('2HJm8jMhcW462w0r', 0.5107462695119869)	('PqjX8Jm9lA7ogAe4', 0.5077332889204371)	('eEvpCRTIM0ch3r2Z', 0.5048462197256516)	('sN69P1rPgykLK42A', 0.5008999038350692)	('MJ17RH5xjpGXzj9X', 0.4979733491439984)	('khWdlbyBXH5sXHBg', 0.4925194718941227)	('ZFcUHau7U6SS7RRh', 0.49124786009588006)	('9rxSr8yiP1T7CGyc', 0.48653545971028794)
('hwXJRpxgXr0RfpyV', 0.3479017841920219)	('FV1bGx0nP3pqJRig', 0.3340285936720816)	('bthbpAKNcvAMoxb7', 0.3278122650221476)	('0qJbxD3hsFTAtT2H', 0.29943909528412793)	('6tRWuK7iWbu3wkFf', 0.29604962676744995)	('Xnrqj9qzUNzw6WEP', 0.2959369944080856)	('mlRU0g4WnCiiok60', 0.2927344348745908)	('JZqEL5gvS3LB87bk', 0.29071921866842854)	('OOwq0fyhJQa1aWto', 0.28897654110462595)	('ost5WwHhojQYkCoV', 0.28712675776203667)
('NmJRqoipEN80wJot', 0.6682465659894062)	('CxsmrOAvfp8gDwTM', 0.6625202133201233)	('3zunVGLsZK0jdx8C', 0.6520530054132805)	('VTiQufVGka4dXkST', 0.6463479595529902)	('iOCzDvheUTxtuHae', 0.6450384725659734)	('ubgh0xX9rtuvnfkW', 0.6339026715314187)	('7ekrmFU2el0NnRkp', 0.6338424644928433)	('I9U9ILhMjeYNcsJi', 0.6319859485498214)	('WBzyf3LR7b53ya7V', 0.6281024543648079)	('EC3jg1iDL6Q8cvcP', 0.6268122508147607)
('80P9k7mawKhBRHbJ', 0.6584652484620143)	('LEsoWCESdo0w4Jpv', 0.6514613680829167)	('3zunVGLsZK0jdx8C', 0.6477416992208124)	('jGjGSX5T8iArwZPj', 0.645820843390403)	('iRgXUtcJJzqYKTDt', 0.6457893302834383)	('Fu8UwyrZ1iw2EmPZ', 0.6454566672030306)	('3tsQYXWhLxKOL1K4', 0.6394345172279221)	('kMnS9SSJA3WP6sIb', 0.6378070405288587)	('tnVoxroEqQJpakCS', 0.6320184271896838)	('gzBilUKgHBLjK0Hi', 0.6305491366657876)
('j7AdtCv6SrjpTwmi', 0.5920668507182052)	('e6lCzjZBYPWIS4Qm', 0.5906825071705364)	('QlCWDYoNhcgHDWNq', 0.5596589802904245)	('qNXBWASsScqXJZK7', 0.5579215697730718)	('guEE7A3XUyFEyJVt', 0.5141854079743793)	('Tgd6rArJj9imIA25', 0.5108129246229105)	('CfCJl3HWjZCvaTv3', 0.5047743090275373)	('qUkFjTESBWgMVveZ', 0.5022036370252961)	('SVgaxtEFtr2hJTiJ', 0.5011766371414585)	('No8luSxFWQj9cQi1', 0.48866186049701144)
('4YXTqCeHYC5L2sCb', 0.7367785961417919)	('xbPROldsip73RSkA', 0.7339704825109636)	('u51dV5S7ZbC3Vrn7', 0.7315996820481208)	('g3cve7pqIJEN7G0h', 0.7149486479326578)	('5EhorbjgWx6gQWck', 0.7041878753636778)	('lChQX1cZG7eW9pVJ', 0.7034982203061266)	('gzBilUKgHBLjK0Hi', 0.7018184620209955)	('t3ii22DX9lbXblqc', 0.6991795017503633)	('5KAnWG2JzhbMHJ8j', 0.6985083981342244)	('UzvrpELONhh1Xc59', 0.6984898162176013)
('mTHU4LSWbDZFyHBR', 0.49891418900365664)	('2K1SfANKQR6RJHNN', 0.48549515399962223)	('wvrZy2Xgc4Nf0VzZ', 0.4620820417382849)	('svzZTDaQPsbtQCHm', 0.4496456080464256)	('OLY5uYSJd8A0NZT8', 0.4438769879586681)	('Uv3nRAabmAClTHFV', 0.4382391651825543)	('WmNqsAqDnnPVhlRS', 0.43453035079100816)	('HaRuIk8jhyisuHfH', 0.4339008211351125)	('U3rWApMheBGNhEFM', 0.4232287169770677)	('g919O4r7ucveeBs0', 0.421758069066929)
('LmBCtyuLCLKHvDTM', 0.35546758221691965)	('KnMItrBYhHFixzJT', 0.2927328648127718)	('CcR8OC6ncESxbL7I', 0.2767296593756343)	('7MfGbFeJhO77dOqe', 0.2737237926271056)	('ySsIhC0CziFwIiFL', 0.27179378346806804)	('hR4QXQYDKumawhBj', 0.27140138292666516)	('oucCp5SxhArE9VBY', 0.27109000264334926)	('sfdmrvDRhf1uDLB9', 0.2680208285997228)	('mxKahNL0muWgijyX', 0.26191899322674517)	('hjlwuIhs5zN6hyWF', 0.26105515692818176)
('bxBqTsR2GyEz3GBn', 0.46040769773640056)	('COzfNSdJviZavR9J', 0.4279512772196301)	('XJ2J0pk40oXB3qIV', 0.41408497241316755)	('Fm6nRqG1LwlDLyi7', 0.4103213122926373)	('kGGHyhyV9C5h0met', 0.3982278194770123)	('iJIdrFqDnJtRNJoD', 0.39454775156390304)	('sgpYkFBFbDJoEf8R', 0.3940198471146914)	('2eKEeOfxNK4bxQp0', 0.3899813756867755)	('xnLVhE998Fsd5T9n', 0.3787031437961972)	('Z4kKoPbOfUargtN5', 0.37812550145372703)
('jKD3XnlWI7pRq5vW', 0.4786370797469918)	('PO8RoyDR0xb8cb62', 0.47453676647774146)	('g919O4r7ucveeBs0', 0.4059052521179974)	('Lhl1FOYwC8eYnsLB', 0.4047271581186556)	('yiGvBYasTxkxSY0K', 0.38600590833746784)	('ogAci5eoFfKCOehJ', 0.3794152395720422)	('p6cVYNuz4eCmoa1N', 0.3785181943942996)	('CLtPEcep00zlBPgY', 0.3741813322958716)	('0YtkHiVwDlsMHXy0', 0.3734164189234188)	('zc0de8jOQzVtc0fN', 0.37192123928923326)
('ZeUjdgJwgtdrMlXD', 0.5586833208702725)	('F4Bxl1kOwPyffZ5i', 0.5298273839189902)	('SZ6tb1pt8wJulT6Q', 0.5275248416095046)	('sxnkfQ7yHuBOZFjJ', 0.5101334665012996)	('Lby46KOu627ZLS7c', 0.48043951426914056)	('ZamTmp7GCx1DoUrA', 0.46978949229584377)	('TyNvQU6oFBejhBli', 0.46408737658784727)	('mSkmd9yspk3hECv3', 0.4636075973753387)	('vMIexSFSxwRD5JGs', 0.45635301155445285)	('lLrxKn7cAVhGAbte', 0.44876058147707937)
('60OSb9vno2104Lbw', 0.6777012678505057)	('k3xVM762w3RTOSc0', 0.6658559241417037)	('EjOvGF0HdkSCxF4I', 0.6476393740290319)	('s5VkZVhFxqFZrlDj', 0.6473574685635205)	('8xunDLSxrB1u5agF', 0.6350432375313191)	('LablCR5pL7cshkQa', 0.6243548419047716)	('NDroPROgWm3jBxjH', 0.6112712336690136)	('UFSKCDq4jf7mJK9q', 0.6111182180116821)	('1HNbB2jYOPVyrBwZ', 0.6065961454066473)	('TytooNyEehYhy64v', 0.605800679579616)
('wSb3Es3IgM2Tak7Q', 0.6109396437987576)	('E4v2qT6KWmzNohGV', 0.5949344327893955)	('fRMJgtiXyl81FQGA', 0.5826260878855938)	('OzJxZkIY1Hsgb6sY', 0.5798472989507379)	('yrnQ3qo6XXb0MX7I', 0.576441069000236)	('Utn46i9ypxeqb3Yt', 0.5750871337365797)	('UGSE5aV51CG4o64X', 0.5687561097685601)	('9DLQPzyy6jZyNZMm', 0.568188393952853)	('i12M9m49sUH6RUtF', 0.5625270373588043)	('mAMEgLzSgsbYN4Vn', 0.5570785613986869)
('qfdGKqj2QIuogYbc', 0.6240103134970892)	('5S5J81wX2tJKJnUF', 0.5939256534718511)	('87Ct1HWIQ8QBLuP9', 0.5839639493208431)	('FgQJ9yc58sRL8FSM', 0.5637220836557777)	('NucjQEFY1a7K4xNx', 0.558256092687674)	('0TanEa2QCnKAedsL', 0.5568742122204201)	('04iitW3ffa0mhpx3', 0.5507625998201907)	('eOyMnpLaNgaDBVgl', 0.5433856741767986)	('i0DM2DOvbmy6zrnM', 0.5430372620781727)	('BvavHfrEqUNNphJD', 0.5335109819753429)
('5EhorbjgWx6gQWck', 0.7934052875857636)	('TtQFvHNCmJe9ldjA', 0.7932341456257093)	('kObtPNCEmcSyfTt6', 0.7927868782674854)	('p4TP9oBnIoAIiFtw', 0.7876290658246982)	('sY43Vcsj6bSeYs3G', 0.7848104130899975)	('L2YZohnGiw7ERRnm', 0.7846160094788432)	('3zunVGLsZK0jdx8C', 0.7793380761613607)	('6wuMDtSbhevNau8a', 0.7776043781560326)	('nP4fQq4Ktl5UQY6e', 0.7775541432275502)	('LEsoWCESdo0w4Jpv', 0.773658871698985)
('EeUoJbeUQNiHGJeX', 0.28414429972794597)	('pOhj1saV2NIaCVYM', 0.2820913357384431)	('gAya7fuEUI0zdUz0', 0.279025106465278)	('Ty6OgF440UYuAJbI', 0.27761127662828455)	('jaJzmmNr1sWLN3nx', 0.2737239954584187)	('2WxqYjCRRfIYHt42', 0.26550717324694834)	('UWfcdK4EHUPMZazc', 0.2651388680661761)	('2WpP3K6hVKeITVvv', 0.26508125553615086)	('ltxbqSGFwcdiFR8k', 0.26438503032343846)	('yyIk3K2YzzqjofLC', 0.2630902483966215)
('zJrLudtjuoTngLd0', 0.6216342219693122)	('zqglVIowjob0jRtl', 0.597153263520629)	('jL6s2F3IzVDtutwl', 0.5923467228978645)	('GYOmFpphNqfLeNos', 0.5789782652585271)	('wftq7K53bgQ88GlU', 0.5758533221561483)	('nmQ1zIqsGoMiiyBq', 0.5738384025229663)	('0JYaNceX5H5sSUJi', 0.5634981058086738)	('40c5Um2HSf3T38fi', 0.5609914407056387)	('JCoVLNWgRrFWoVo5', 0.5608468241459345)	('W86mIKLYRcdpDQB7', 0.5595788830909376)
